User,Comment Date,Comment
Bannef,"August 4, 2017","These are some of my favorite colors (I own two shirts that almost perfect match
the Bordeaux black color), and I love being able to write in my journal with
them. All of the colors look very nice with each other, which I appreciate,
since I will often use different pen colors for different thoughts, and end up
with different colors on one page.The pens themselves are handsome, and I enjoy how they write. My only wish is
that Uni-ball Signo would release retractable versions of all these colors -
currently they sell a retractable blue-black, which I own and love, but I would
like the whole set. I do slightly prefer the retractable versions (RT1 UMN-155),
but that is a matter of personal taste. "
nickhensley6,"May 28, 2020","The ink in these pens is vibrant, quick drying, and the colors are amazing.
These pens would have gotten 5 stars but all of the pens have consistency
issues. When writing, the flow will slow to a stop for a word or two before
coming back. I thought it was just the Bordeaux Black since that was the first
one I wrote with but the issue was consistent across all colors. It does not
happen when jotting down a few quick notes but when writing for longer periods
of time the issue is consistent.  "
public_bob,"October 26, 2017","I am really liking the inks in these!  The only thing I'd change on the pen is
to bring the grip all the way down to the metal.  This makes holding the pen a
bit awkward, and it takes some getting used to.  Otherwise, it's a great pen
that writes excellently!"
Ash18,"January 30, 2018","These pens have started a love affair for me! The colors are just BEAUTIFUL,
like seriously amazing. The Lavender Black is by far the best purple-black ink
I've ever seen. I even find myself reaching for the Coffee Black, which is
surprising because I'm not a huge fan of brown-- but this color is just
gorgeous.The ink is smooth, the caps of the pens fit tight, and the barrel feels good to
hold. I have since bought more of these in other colors and I'll probably just
wind up collecting them all. Definitely pick a few up and see what you think, I
bet you'll love them!"
danslee,"September 12, 2017","A unique set of subtly distinctive colors. To the quick glance they look black,
but a more careful look shows that the colors have a subtle undertone. Great
pens."
satena,"May 30, 2020","One of the great things I like about these pens is the color. My one wish is
that Uni-Ball Signo would produce a couple of these colors for their UM-153
pens. Specifically the Bordeaux Black."
lnerro4,"May 12, 2020","I love these pens. Writing is smooth without any extra gel spots. I also enjoy
the colors. I do a lot of bullet journaling and enjoy the fine lines these pens
give me."
Mason,"May 5, 2020","I love these pens, fairly consistent ink flow, conservative pops of color.They really are a joy to use. Every once and a while they do skip.The only downside with these pens are they don't have refills available, you
must purchase the whole pen again. Also, the Bordeaux Black (aka ""Black-Red"")
pen is more pink than black, I didn't care for it.My favorite of the bunch is Green Black, very subtle but noticeable when used in
conjunction with black ink. The Brown Black is also very nice.  "
b_harris06,"January 30, 2020","I bought these upon the recommendation of the Jet Pens online guides. I’m so
glad I took the chance on them. They last a long time and don’t bleed or
smudge. I really like the tiny tip for writing in my planner. "
Lzymzy,"January 21, 2020","I LOVE these pens. The off-black colors are beautiful, and they write very
smoothly for a 0.38 mm pen. Bonus points for being waterproof ink! Excellent in
my watercolor splashed daily(ish) journal. I'm buying two more sets to share
with my sisters."
jjuniel11,"December 4, 2019","These pens are the best for people like me whose writing is very tiny.  Smooth
writing and nice colors."
Rose Flowers,"December 4, 2019","These work really well with my Jibun Techo 2020 planner, I will definitely
purchase them again."
powers240,"August 4, 2018","Nice narrow line impression, for fine writin, and the pleasant colors are
delightful. The pens look refillable, requiring cartridges that I hope to
purchase at JetPens. "
athenaxc,"July 21, 2018","Great colors - exactly what I wanted from an off-black set. If only they were
retractable..."
HaPo,"January 25, 2018","Wonderful writing and wonderful colors. I'm so glad they made this a set-- it's
so nice to have a variety of black-tinted colors to choose from for every day
writing. The colors are just vivid enough to be distinct but they don't draw too
much attention and look rather sophisticated. This is also my first time getting
this type of pen, and it writes like a dream. Ink dries fast enough that I don't
have to worry about smudging even with my kind of awkward pen grip."
carrunchio,"November 25, 2017","Deep, rich, elegant hues. "
williamdleader,"September 5, 2017",The colors are exquisite. These are great pens and I highly recommend. 
Michelle,"August 31, 2017",Nice colors. Wish I hadn't ordered such a fine point.
jgneckow,"August 30, 2017","These colors are all amazing, but the bordeaux black is absolutely stunning. "
Carollowne,"July 22, 2017","I love all the Signo UM 151 pens  and use the white all the time in my
sketchbooks.  These are great pens and I love their versatility.  The shades of
Off Black are perfect and fun to use."
smckee7743,"July 19, 2017","These wonderful pens are perfect for zentangle and fine point highlighting on
rocks. Yes, rocks. No other pen has given such a smooth and even line, and I've
tried over a dozen brands. Don't be fooled by the uniball pens available in your
local W-mart. Writing that is in Japanese on the pen barrel is what to look for.
I also love these pens for detail work on watercolor cards. "
karunjchandran,"December 25, 2022",great pens. love the fine tip.
kelley.turner,"December 4, 2022","These are fine writing pens with consistent high-quality which are true value. I
love the blue blended colors. They really add distinction and style not commonly
seen."
Scully,"November 24, 2022","Not refillable and the ink takes a while to dry so it's prone to smearing. Not
recommended for left-handed writers."
aimeeryan,"November 15, 2022","Love these colors! Something different from black or blue is a nice change. My
fav is the brown so far. Same amazing uniball signo quality. "
jalmascok,"November 9, 2022","I absolutely LOVE the ink color selection in this set- it is beautiful!! The
point provides a smooth writing experience and is easy to use. The only slight
drawback is the placement of the grip. For me, it’s up a bit too high on the
barrel to be really comfortable, but I hold my pens tightly and near the tip. I
got this package of multiple colors and extras of a few more and have shared a
few with friends, who have told me they really like them, so overall, quite a
success. "
Caroline,"October 18, 2022","I adore this pen in black, and have several around at all times, and these
colors are fabulous as well. I'm using them to make a subtle rainbow on each
page of my 5-year diary, 3 years in and it's looking great. My only gripe is
that sometimes the ink flow will for no apparent reason dry up to a scratchy
line, but a few words on it will go back to normal. I never have this issue with
my black pens, so I can only guess it's something to do with the formulations of
these colors."
